Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,EDAT_Q,SEXE
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,9,1,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,6,1,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,63,1,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,32,1,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,127,1,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,49,1,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,75,1,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,18,1,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,24,1,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,1,19,2
2022-01-01,1,Ciutat Vella,1,el Raval,8,1,20,1
2022-01-01,1,Ciutat Vella,1,el Raval,74,2,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,133,2,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,138,2,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,302,2,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,228,2,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,418,2,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,285,2,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,516,2,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,305,2,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,514,2,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,361,2,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,644,2,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,352,2,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,585,2,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,329,2,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,507,2,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,337,2,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,427,2,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,316,2,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,379,2,12,2
2022-01-01,1,Ciutat Vella,1,el Raval,326,2,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,293,2,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,323,2,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,229,2,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,322,2,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,245,2,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,221,2,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,131,2,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,171,2,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,88,2,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,102,2,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,22,2,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,30,2,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,10,2,19,2
2022-01-01,1,Ciutat Vella,1,el Raval,5,2,20,1
2022-01-01,1,Ciutat Vella,1,el Raval,313,3,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,330,3,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,468,3,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,655,3,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,513,3,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,701,3,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,491,3,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,740,3,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,437,3,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,660,3,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,428,3,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,696,3,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,414,3,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,629,3,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,367,3,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,526,3,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,326,3,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,337,3,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,240,3,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,239,3,12,2
2022-01-01,1,Ciutat Vella,1,el Raval,153,3,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,151,3,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,136,3,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,89,3,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,84,3,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,64,3,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,69,3,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,33,3,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,56,3,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,27,3,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,26,3,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,9,3,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,9,3,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,3,19,2
2022-01-01,1,Ciutat Vella,1,el Raval,96,4,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,81,4,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,514,4,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,417,4,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,596,4,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,603,4,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,427,4,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,571,4,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,355,4,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,481,4,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,359,4,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,452,4,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,338,4,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,396,4,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,275,4,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,381,4,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,264,4,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,298,4,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,234,4,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,234,4,12,2
2022-01-01,1,Ciutat Vella,1,el Raval,132,4,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,155,4,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,76,4,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,90,4,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,47,4,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,45,4,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,23,4,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,42,4,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,35,4,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,14,4,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,11,4,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,4,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,4,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,4,19,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,5,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,8,5,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,283,5,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,170,5,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,1073,5,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,827,5,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,1197,5,6,1
2022-01-01,1,Ciutat Vella,1,el Raval,1100,5,6,2
2022-01-01,1,Ciutat Vella,1,el Raval,836,5,7,1
2022-01-01,1,Ciutat Vella,1,el Raval,854,5,7,2
2022-01-01,1,Ciutat Vella,1,el Raval,563,5,8,1
2022-01-01,1,Ciutat Vella,1,el Raval,715,5,8,2
2022-01-01,1,Ciutat Vella,1,el Raval,454,5,9,1
2022-01-01,1,Ciutat Vella,1,el Raval,510,5,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,375,5,10,1
2022-01-01,1,Ciutat Vella,1,el Raval,397,5,10,2
2022-01-01,1,Ciutat Vella,1,el Raval,272,5,11,1
2022-01-01,1,Ciutat Vella,1,el Raval,289,5,11,2
2022-01-01,1,Ciutat Vella,1,el Raval,194,5,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,189,5,12,2
2022-01-01,1,Ciutat Vella,1,el Raval,156,5,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,133,5,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,97,5,14,1
2022-01-01,1,Ciutat Vella,1,el Raval,105,5,14,2
2022-01-01,1,Ciutat Vella,1,el Raval,48,5,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,66,5,15,2
2022-01-01,1,Ciutat Vella,1,el Raval,23,5,16,1
2022-01-01,1,Ciutat Vella,1,el Raval,30,5,16,2
2022-01-01,1,Ciutat Vella,1,el Raval,16,5,17,1
2022-01-01,1,Ciutat Vella,1,el Raval,12,5,17,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,5,18,1
2022-01-01,1,Ciutat Vella,1,el Raval,10,5,18,2
2022-01-01,1,Ciutat Vella,1,el Raval,5,5,19,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,5,20,2
2022-01-01,1,Ciutat Vella,1,el Raval,231,6,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,305,6,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,10,6,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,9,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,12,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,13,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,13,2
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,15,1
2022-01-01,1,Ciutat Vella,1,el Raval,..,6,15,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,4,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,5,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,5,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,6,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,1,6,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,7,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,7,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,9,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,9,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,10,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,10,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,11,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,11,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,12,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,12,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,14,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,1,16,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,16,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,1,17,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,1,17,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,1,18,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,18,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1,19,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,3,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,2,3,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,4,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,296,2,4,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,2,5,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,459,2,5,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,92,2,6,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,516,2,6,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,2,7,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,435,2,7,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,2,8,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,394,2,8,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,2,9,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,293,2,9,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,2,10,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,223,2,10,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,2,11,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,169,2,11,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,2,12,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,145,2,12,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,2,13,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,110,2,13,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,2,14,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,14,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,2,15,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,2,15,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,2,16,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,16,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,2,17,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,17,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,18,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,18,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,19,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,3,3,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,3,3,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,158,3,4,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,377,3,4,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,196,3,5,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,671,3,5,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,166,3,6,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,684,3,6,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,162,3,7,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,520,3,7,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,122,3,8,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,391,3,8,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,118,3,9,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,270,3,9,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,92,3,10,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,233,3,10,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,85,3,11,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,168,3,11,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,96,3,12,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,3,12,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,3,13,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,3,13,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,3,14,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,3,14,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,3,15,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,3,15,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,3,16,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,3,16,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,3,17,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,17,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,3,18,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,19,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,4,3,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,4,3,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,301,4,4,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,285,4,4,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,337,4,5,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,443,4,5,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,250,4,6,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,418,4,6,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,4,7,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,324,4,7,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,143,4,8,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,265,4,8,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,4,9,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,220,4,9,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,117,4,10,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,160,4,10,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,125,4,11,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,168,4,11,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,4,12,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,4,12,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,4,13,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,4,13,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,4,14,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,4,14,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,4,15,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,4,15,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,4,16,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,4,16,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,4,17,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,17,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,18,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,19,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,20,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,217,5,4,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,5,4,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,756,5,5,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,580,5,5,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,645,5,6,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,675,5,6,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,452,5,7,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,459,5,7,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,295,5,8,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,367,5,8,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,251,5,9,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,251,5,9,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,212,5,10,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,239,5,10,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,5,11,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,201,5,11,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,5,12,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,119,5,12,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,101,5,13,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,5,13,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,5,14,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,5,14,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,5,15,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,5,15,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,5,16,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,5,16,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,5,17,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,5,17,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,5,18,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,5,18,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,19,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,20,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,6,3,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,6,3,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,6,18,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,6,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,8,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,10,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,11,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,13,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,13,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,14,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,15,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,42,1,16,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,17,1,16,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,87,1,17,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,27,1,17,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,44,1,18,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,12,1,18,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,10,1,19,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,19,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,8,2,3,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,11,2,3,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,22,2,4,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,57,2,4,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,28,2,5,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,82,2,5,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,32,2,6,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,105,2,6,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,32,2,7,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,78,2,7,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,36,2,8,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,67,2,8,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,47,2,9,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,81,2,9,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,45,2,10,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,74,2,10,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,78,2,11,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,95,2,11,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,102,2,12,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,106,2,12,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,148,2,13,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,109,2,13,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,161,2,14,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,114,2,14,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,178,2,15,1
